Combinations;actual;mean;std;z-score
('BPD', 'MDD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');13;1.38;3.52;3.3
('MDD', 'PREECLAMPSIA', 'RA', 'SLE');98;13.3;25.64;3.3
('MDD', 'PARKINSONS', 'PREECLAMPSIA', 'RA', 'SZC');15;2.05;3.93;3.3
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'MIGRAINE', 'RA');10;0.97;2.74;3.3
('ASD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA');10;0.97;2.74;3.3
('ASD', 'BILIARYCHIRROSIS', 'MS', 'SLE');33;4.5;8.64;3.3
('AUD', 'MDD', 'MS', 'PREECLAMPSIA', 'SLE');12;1.21;3.27;3.3
('ASD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS');24;3.19;6.31;3.3
('AUD', 'GDM', 'SZC');30;4.26;7.81;3.3
('ASD', 'AUD', 'PREECLAMPSIA', 'RA', 'SZC');9;0.89;2.46;3.3
('ASD', 'AUD', 'PREECLAMPSIA', 'SLE', 'SZC');9;0.89;2.46;3.3
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'RA');29;3.59;7.7;3.3
('BILIARYCHIRROSIS', 'BPD', 'MS', 'RA', 'SZC');136;19.86;35.15;3.3
('BILIARYCHIRROSIS', 'BPD', 'MS', 'SLE');174;30.24;43.53;3.3
('BILIARYCHIRROSIS', 'BPD', 'MS', 'PREECLAMPSIA', 'SZC');40;5.31;10.51;3.3
('BILIARYCHIRROSIS', 'CUD', 'SJOGRENS');18;1.95;4.86;3.3
('BILIARYCHIRROSIS', 'CUD', 'GOUT', 'SZC');22;2.86;5.8;3.3
('ADHD', 'ASD', 'AUD', 'BPD', 'SZC');12;1.21;3.27;3.3
('MDD', 'PARKINSONS', 'PREECLAMPSIA', 'RA', 'SLE');18;1.95;4.86;3.3
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MS', 'SLE');32;5.17;8.14;3.3
('SJOGRENS', 'SLE', 'SZC');71;11.23;18.11;3.3
('AUD', 'BPD', 'PARKINSONS', 'RA', 'SLE');17;1.87;4.59;3.3
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'SZC', 'TOURETTES');19;2.02;5.14;3.3
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'RA', 'SLE');30;3.59;8.01;3.3
('ASD', 'AUD', 'BPD', 'RA', 'SLE');11;1.14;2.99;3.3
('ASD', 'AUD', 'BPD', 'PARKINSONS', 'RA');10;0.88;2.76;3.3
('ASD', 'AUD', 'BPD', 'SZC');31;4.51;8.03;3.3
('PREECLAMPSIA', 'RA', 'SLE', 'SZC');180;30.11;45.38;3.3
('AUD', 'PARKINSONS', 'RA', 'SLE');39;4.99;10.32;3.3
('ADHD', 'ANOREXIA', 'MDD', 'MIGRAINE');22;2.44;5.93;3.3
('ASD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'SLE', 'SZC');17;1.87;4.59;3.3
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'MS', 'PREECLAMPSIA');24;2.76;6.43;3.3
('ASD', 'AUD', 'PREECLAMPSIA', 'SLE');9;0.89;2.46;3.3
('AUD', 'BPD', 'GDM');28;3.0;7.57;3.3
('AUD', 'BILIARYCHIRROSIS', 'PARKINSONS');133;22.67;33.48;3.3
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'MS', 'SZC');87;13.53;22.27;3.3
('ASD', 'BILIARYCHIRROSIS', 'MS', 'PREECLAMPSIA', 'RA');10;0.97;2.74;3.3
('ASD', 'BILIARYCHIRROSIS', 'MS', 'RA', 'SLE');24;2.42;6.53;3.3
('ASD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'SLE');17;2.03;4.53;3.3
('BILIARYCHIRROSIS', 'MS', 'SJOGRENS');43;6.55;11.04;3.3
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'MDD', 'RA');28;3.25;7.49;3.3
('BILIARYCHIRROSIS', 'MS', 'PREECLAMPSIA');254;45.23;63.25;3.3
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'BPD');23;3.37;5.97;3.29
('ADHD', 'ANOREXIA', 'BPD', 'MDD');26;4.04;6.68;3.29
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'MS');24;3.2;6.32;3.29
('RA', 'SJOGRENS', 'SZC');68;12.92;16.75;3.29
('ASD', 'BPD', 'RA', 'SLE');42;7.09;10.62;3.29
('ADHD', 'ASD', 'AUD', 'SLE');14;1.47;3.81;3.29
('ASD', 'BPD', 'SLE', 'SZC');50;8.23;12.7;3.29
('ADHD', 'ASD', 'PARKINSONS', 'SLE');14;1.64;3.76;3.29
('BILIARYCHIRROSIS', 'BPD', 'MS', 'RA');189;37.06;46.18;3.29
('ADHD', 'MS', 'PREECLAMPSIA', 'RA');44;5.9;11.57;3.29
('ADHD', 'MS', 'RA', 'SLE');70;12.82;17.37;3.29
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'GOUT');22;2.71;5.87;3.29
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'RA');204;38.48;50.26;3.29
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'MS');44;6.4;11.42;3.29
('ADHD', 'ASD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'SZC');14;1.64;3.76;3.29
('ADHD', 'ASD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'SLE');14;1.38;3.84;3.29
('BPD', 'CUD', 'MDD', 'RA');28;4.53;7.14;3.29
('BPD', 'CHRONICPAIN', 'CUD', 'MDD');23;2.44;6.25;3.29
('BILIARYCHIRROSIS', 'RA', 'SLE', 'SZC');409;79.43;100.16;3.29
('BILIARYCHIRROSIS', 'PARKINSONS', 'RA', 'SLE');113;19.79;28.29;3.29
('BPD', 'MDD', 'PREECLAMPSIA', 'RA');60;10.36;15.08;3.29
('BILIARYCHIRROSIS', 'MDD', 'MS', 'PREECLAMPSIA');47;7.66;11.96;3.29
('BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'TOURETTES');15;1.72;4.04;3.29
('BPD', 'MS', 'PREECLAMPSIA', 'RA');64;11.6;15.92;3.29
('BPD', 'MDD', 'SLE', 'SZC');227;44.31;55.51;3.29
('BILIARYCHIRROSIS', 'CUD', 'GOUT', 'RA');22;2.62;5.89;3.29
('BILIARYCHIRROSIS', 'CUD', 'GOUT', 'SLE');22;2.53;5.91;3.29
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'RA');34;4.94;8.84;3.29
('MS', 'PARKINSONS', 'SZC', 'TOURETTES');15;1.8;4.01;3.29
('MS', 'MYASTHENIAGRAVIS', 'RA', 'SLE');17;1.88;4.6;3.29
('ADHD', 'PARKINSONS', 'SZC', 'TOURETTES');16;1.54;4.39;3.29
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'RA', 'SLE');30;3.26;8.12;3.29
('IBD', 'MS', 'RA', 'SLE');16;2.05;4.24;3.29
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'PREECLAMPSIA', 'RA');11;1.22;2.97;3.29
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'SLE', 'SZC');35;5.34;9.01;3.29
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'SLE');11;1.22;2.97;3.29
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'RA');10;1.06;2.72;3.29
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'PREECLAMPSIA', 'SLE');11;1.22;2.97;3.29
('ADHD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'RA', 'SLE');21;2.79;5.53;3.29
('ADHD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');12;1.3;3.25;3.29
('ADHD', 'BPD', 'CUD', 'MDD');28;3.44;7.46;3.29
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'SLE');50;7.74;12.85;3.29
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'SLE', 'SZC');49;7.81;12.51;3.29
('AUD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'MS');28;3.69;7.39;3.29
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'SZC');29;3.53;7.75;3.29
('AUD', 'BILIARYCHIRROSIS', 'MS', 'RA');72;11.84;18.27;3.29
('AUD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'RA');39;5.33;10.23;3.29
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'RA');20;2.46;5.33;3.29
('AUD', 'BPD', 'SZC', 'TOURETTES');21;2.37;5.67;3.29
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'MDD', 'SLE');25;3.53;6.52;3.29
('AUD', 'BPD', 'PARKINSONS', 'SLE');28;4.19;7.23;3.29
('AUD', 'BPD', 'GOUT', 'SZC');32;4.94;8.23;3.29
('ADHD', 'BILIARYCHIRROSIS', 'RA', 'SLE', 'SZC');66;10.2;16.96;3.29
('ASD', 'PREECLAMPSIA', 'RA', 'SLE');14;1.88;3.68;3.29
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS');36;5.93;9.15;3.29
('ADHD', 'BILIARYCHIRROSIS', 'RA', 'SLE');115;21.35;28.44;3.29
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'MDD');61;9.94;15.5;3.29
('AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'PARKINSONS');18;2.04;4.85;3.29
('AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'SLE');20;2.87;5.2;3.29
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MS', 'RA');22;2.53;5.91;3.29
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'RA', 'SLE');19;2.37;5.05;3.29
('AUD', 'MDD', 'SZC', 'TOURETTES');22;2.53;5.91;3.29
('ADHD', 'ASD', 'PARKINSONS', 'SLE', 'SZC');14;1.38;3.84;3.29
('AUD', 'MDD', 'RA', 'SLE');41;6.67;10.44;3.29
('ADHD', 'AUD', 'PARKINSONS', 'RA', 'SLE');7;0.65;1.93;3.29
('ADHD', 'AUD', 'PARKINSONS', 'SLE', 'SZC');14;1.64;3.76;3.29
('ADHD', 'CHRONICPAIN', 'IBS', 'SZC');7;0.65;1.93;3.29
('AUD', 'IBD', 'PREECLAMPSIA', 'SLE');7;0.65;1.93;3.29
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'RA');21;2.79;5.53;3.29
('BILIARYCHIRROSIS', 'GOUT', 'PARKINSONS', 'RA', 'SLE');11;1.22;2.97;3.29
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'SLE', 'SZC');63;9.36;16.29;3.29
('ADHD', 'ANOREXIA', 'MDD');80;14.72;19.84;3.29
('AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'MDD', 'SZC');18;2.13;4.83;3.29
('BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'RA', 'SLE');59;7.95;15.5;3.29
('BILIARYCHIRROSIS', 'GOUT', 'MDD', 'PARKINSONS', 'SLE');7;0.65;1.93;3.29
('BPD', 'SJOGRENS', 'SZC');71;12.33;17.81;3.29
('ASD', 'MS', 'RA', 'SLE', 'SZC');27;3.35;7.18;3.29
('ASD', 'MS', 'PARKINSONS', 'RA', 'SZC');19;2.04;5.16;3.29
('ASD', 'PREECLAMPSIA', 'RA', 'SLE', 'SZC');11;1.48;2.89;3.29
('CUD', 'GOUT', 'MDD');23;3.04;6.07;3.29
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'PARKINSONS', 'SLE');26;3.53;6.83;3.29
('BPD', 'MDD', 'MS', 'PARKINSONS', 'RA');17;2.72;4.34;3.29
('CUD', 'MS', 'RA', 'SLE', 'SZC');21;2.53;5.61;3.29
('BPD', 'CUD', 'SJOGRENS');18;2.21;4.8;3.29
('AUD', 'BPD', 'PARKINSONS', 'SLE', 'SZC');24;3.04;6.38;3.29
('AUD', 'BPD', 'MDD', 'SLE', 'SZC');31;4.35;8.1;3.29
('AUD', 'BPD', 'MDD', 'PTSD', 'SLE');7;0.65;1.93;3.29
('ASD', 'BILIARYCHIRROSIS', 'SLE');124;21.83;31.08;3.29
('BILIARYCHIRROSIS', 'CUD', 'GOUT', 'MS', 'RA');13;1.22;3.58;3.29
('AUD', 'BPD', 'GOUT', 'SLE', 'SZC');11;1.22;2.97;3.29
('CUD', 'MDD', 'MS', 'PREECLAMPSIA', 'RA');7;0.65;1.93;3.29
('BPD', 'MDD', 'MS', 'PARKINSONS', 'PREECLAMPSIA');7;0.65;1.93;3.29
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'PREECLAMPSIA', 'RA', 'SLE');19;2.04;5.16;3.29
('BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'SLE', 'SZC');52;8.14;13.32;3.29
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'PREECLAMPSIA', 'RA');14;1.64;3.76;3.29
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'SLE');15;1.46;4.11;3.29
('AUD', 'CUD', 'MS', 'RA', 'SZC');7;0.65;1.93;3.29
('AUD', 'BILIARYCHIRROSIS', 'PTSD', 'RA', 'SZC');7;0.65;1.93;3.29
('AUD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'SZC');26;3.36;6.88;3.29
('ASD', 'AUD', 'MS', 'PREECLAMPSIA', 'SLE');7;0.65;1.93;3.29
('ASD', 'AUD', 'MS', 'PREECLAMPSIA', 'RA');7;0.65;1.93;3.29
('ASD', 'AUD', 'MDD', 'SLE', 'SZC');14;1.38;3.84;3.29
('BPD', 'MS', 'PREECLAMPSIA', 'SLE', 'SZC');39;5.09;10.32;3.29
('AUD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE', 'SZC');10;1.06;2.72;3.29
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'SZC');22;2.87;5.81;3.29
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'SLE', 'SZC');29;3.68;7.69;3.29
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'MDD', 'PREECLAMPSIA');7;0.65;1.93;3.29
('BPD', 'CUD', 'MDD', 'MS', 'RA');15;1.72;4.04;3.29
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'MS', 'SLE');18;1.96;4.88;3.29
('MDD', 'SJOGRENS', 'SZC');71;9.59;18.64;3.29
('BPD', 'CUD', 'MS', 'RA', 'SZC');16;2.55;4.09;3.29
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'MDD', 'SZC');29;3.17;7.84;3.29
('AUD', 'BILIARYCHIRROSIS', 'SLE');214;42.86;52.06;3.29
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'MS', 'PREECLAMPSIA');7;0.65;1.93;3.29
('MIGRAINE', 'PREECLAMPSIA', 'RA', 'SLE', 'SZC');17;2.05;4.54;3.29
('BPD', 'CUD', 'RA', 'SLE', 'SZC');30;3.69;8.0;3.29
('BPD', 'CUD', 'MS', 'RA', 'SLE');16;1.97;4.27;3.29
('ASD', 'AUD', 'BPD', 'MS', 'RA');7;0.65;1.93;3.29
('BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'SLE', 'SZC');34;4.94;8.84;3.29
('AUD', 'MDD', 'MS', 'PREECLAMPSIA', 'RA');12;1.3;3.25;3.29
('ANOREXIA', 'BPD', 'CHRONICPAIN');46;7.49;11.71;3.29
('BPD', 'GOUT', 'PREECLAMPSIA', 'SLE', 'SZC');11;1.22;2.97;3.29
('CUD', 'SJOGRENS', 'SZC');18;2.21;4.8;3.29
('BPD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'RA');14;1.64;3.76;3.29
('AUD', 'MS', 'PREECLAMPSIA', 'RA', 'SZC');21;2.37;5.67;3.29
('ASD', 'BILIARYCHIRROSIS', 'MS', 'RA', 'SZC');22;3.12;5.74;3.29
('AUD', 'MS', 'PREECLAMPSIA', 'SLE', 'SZC');21;2.29;5.7;3.28
('MS', 'PREECLAMPSIA', 'RA', 'SZC');94;18.88;22.9;3.28
('CHRONICPAIN', 'MS', 'RA', 'SLE', 'SZC');26;3.71;6.79;3.28
('CUD', 'GOUT', 'MS', 'RA', 'SZC');13;1.39;3.54;3.28
('CUD', 'GOUT', 'MS', 'SLE', 'SZC');13;1.31;3.56;3.28
('AUD', 'BPD', 'PREECLAMPSIA', 'RA', 'SLE');21;2.63;5.6;3.28
('BILIARYCHIRROSIS', 'GOUT', 'MDD');82;16.2;20.09;3.28
('ADHD', 'ANOREXIA', 'MDD', 'RA', 'SLE');9;1.07;2.42;3.28
('MS', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');37;5.28;9.67;3.28
('AUD', 'IBD', 'RA', 'SLE');8;0.82;2.19;3.28
('AUD', 'PARKINSONS', 'PREECLAMPSIA', 'RA', 'SZC');10;1.15;2.7;3.28
('ANOREXIA', 'MDD', 'MIGRAINE', 'SZC');26;3.71;6.79;3.28
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'MS', 'RA');16;2.31;4.17;3.28
('AUD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS');32;4.94;8.24;3.28
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'PARKINSONS', 'RA');22;3.21;5.72;3.28
('AUD', 'BPD', 'RA', 'SLE', 'SZC');51;8.66;12.9;3.28
('MS', 'PREECLAMPSIA', 'SLE', 'SZC');86;15.12;21.62;3.28
('BILIARYCHIRROSIS', 'BPD', 'MS', 'PARKINSONS', 'PREECLAMPSIA');14;1.9;3.69;3.28
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'MDD', 'MS');15;2.06;3.95;3.28
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'MIGRAINE');28;3.62;7.44;3.28
('GOUT', 'MDD', 'MS', 'SZC');41;7.27;10.28;3.28
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'PREECLAMPSIA', 'SZC');20;2.72;5.27;3.28
('BPD', 'CUD', 'GOUT', 'MS');13;1.56;3.49;3.28
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'MS', 'SLE');23;3.3;6.01;3.28
('BPD', 'CHRONICPAIN', 'CUD', 'SZC');29;4.12;7.58;3.28
('CUD', 'MDD', 'MS', 'SLE');19;2.55;5.01;3.28
('ADHD', 'ASD', 'PARKINSONS', 'SZC');20;2.47;5.35;3.28
('ADHD', 'MDD', 'PREECLAMPSIA', 'RA', 'SLE');23;2.96;6.11;3.28
('ADHD', 'MS', 'PARKINSONS', 'RA', 'SLE');17;1.8;4.63;3.28
('ASD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'RA', 'SZC');11;1.31;2.95;3.28
('BILIARYCHIRROSIS', 'MS', 'SLE', 'SZC');229;47.38;55.34;3.28
('ASD', 'MS', 'PARKINSONS', 'PREECLAMPSIA');8;0.82;2.19;3.28
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'RA', 'SLE');11;1.31;2.95;3.28
('BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA', 'RA', 'SZC');33;4.1;8.8;3.28
('BPD', 'GOUT', 'SLE');112;22.01;27.42;3.28
('BILIARYCHIRROSIS', 'MS', 'RA', 'SZC');295;62.87;70.85;3.28
('BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'SLE');74;11.65;19.03;3.28
('BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'PREECLAMPSIA');38;5.36;9.96;3.28
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN');17;2.06;4.56;3.28
('BILIARYCHIRROSIS', 'MIGRAINE', 'RA', 'SLE');51;10.25;12.44;3.28
('ADHD', 'ASD', 'AUD', 'BILIARYCHIRROSIS');14;1.81;3.72;3.28
('BILIARYCHIRROSIS', 'MIGRAINE', 'PREECLAMPSIA', 'RA');37;5.69;9.54;3.28
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'RA');29;3.78;7.68;3.28
('BILIARYCHIRROSIS', 'CUD', 'PREECLAMPSIA', 'RA', 'SLE');14;1.55;3.79;3.28
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MIGRAINE');24;3.04;6.39;3.28
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'MS', 'SZC');26;3.46;6.88;3.28
('ASD', 'BILIARYCHIRROSIS', 'RA', 'SLE');39;6.77;9.83;3.28
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'SLE');77;13.7;19.28;3.28
('BPD', 'PARKINSONS', 'PREECLAMPSIA', 'RA');34;5.69;8.62;3.28
('ASD', 'CHRONICPAIN', 'SLE', 'SZC');18;2.3;4.79;3.28
('ASD', 'MS', 'PREECLAMPSIA', 'RA', 'SZC');8;0.82;2.19;3.28
('BPD', 'MS', 'PREECLAMPSIA', 'SLE');63;9.23;16.38;3.28
('ADHD', 'BPD', 'MS', 'PREECLAMPSIA', 'RA');18;1.97;4.89;3.28
('ASD', 'MDD', 'RA', 'SLE', 'SZC');19;2.38;5.06;3.28
('ASD', 'MDD', 'PARKINSONS', 'SLE', 'SZC');17;2.14;4.53;3.28
('BILIARYCHIRROSIS', 'BPD', 'MS', 'PREECLAMPSIA');64;11.64;15.96;3.28
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'PREECLAMPSIA');43;6.6;11.1;3.28
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'RA');94;19.25;22.78;3.28
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'PREECLAMPSIA');63;10.49;16.02;3.28
('BILIARYCHIRROSIS', 'MDD', 'MS', 'PARKINSONS', 'SLE');19;1.87;5.22;3.28
('ASD', 'MDD', 'MS', 'SLE', 'SZC');14;1.81;3.72;3.28
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'RA');18;1.8;4.94;3.28
('ADHD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA');12;2.15;3.0;3.28
('CHRONICPAIN', 'PREECLAMPSIA', 'RA', 'SLE');19;2.97;4.89;3.28
('ADHD', 'CHRONICPAIN', 'MDD');67;11.8;16.81;3.28
('CUD', 'GOUT', 'MS', 'SLE');13;1.39;3.54;3.28
('BPD', 'GOUT', 'MS', 'RA');46;6.5;12.03;3.28
('ADHD', 'AUD', 'MIGRAINE', 'SZC');26;3.96;6.72;3.28
('BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'SLE', 'SZC');20;3.39;5.07;3.28
('ADHD', 'AUD', 'MDD', 'MS');29;4.29;7.53;3.28
('BILIARYCHIRROSIS', 'CUD', 'MS', 'PREECLAMPSIA', 'SLE');9;1.07;2.42;3.28
('CUD', 'MDD', 'SLE', 'SZC');35;4.94;9.16;3.28
('BILIARYCHIRROSIS', 'GOUT', 'MS', 'SZC');53;9.49;13.26;3.28
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'SZC');32;4.53;8.38;3.28
('ADHD', 'IBS', 'MDD');8;0.82;2.19;3.28
('PARKINSONS', 'PREECLAMPSIA', 'RA', 'SLE', 'SZC');33;4.27;8.75;3.28
('BILIARYCHIRROSIS', 'GOUT', 'MS', 'SLE');44;6.09;11.55;3.28
('MS', 'PARKINSONS', 'PREECLAMPSIA', 'RA', 'SZC');20;2.97;5.2;3.28
('ADHD', 'AUD', 'MS', 'PREECLAMPSIA', 'RA');9;1.07;2.42;3.28
('ADHD', 'AUD', 'MS', 'PREECLAMPSIA', 'SZC');8;0.82;2.19;3.28
('BILIARYCHIRROSIS', 'MS', 'SLE');516;106.62;124.75;3.28
('BILIARYCHIRROSIS', 'MDD', 'MS', 'RA');134;25.24;33.13;3.28
('MDD', 'MS', 'PREECLAMPSIA', 'RA', 'SZC');35;4.1;9.41;3.28
('ADHD', 'AUD', 'MDD', 'MS', 'SZC');27;2.94;7.33;3.28
('BILIARYCHIRROSIS', 'CUD', 'RA', 'SLE');40;6.44;10.23;3.28
('AUD', 'BPD', 'MDD', 'PARKINSONS', 'SLE');8;0.82;2.19;3.28
('MS', 'RA', 'SJOGRENS');43;6.51;11.11;3.28
('AUD', 'BPD', 'MDD', 'MS', 'SLE');13;1.56;3.49;3.28
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'SLE');74;13.23;18.55;3.28
('IBD', 'PREECLAMPSIA', 'SLE');23;2.96;6.11;3.28
('BPD', 'CHRONICPAIN', 'PREECLAMPSIA', 'RA', 'SLE');10;1.15;2.7;3.28
('ADHD', 'AUD', 'BPD', 'MDD', 'SLE');9;1.07;2.42;3.28
('ASD', 'AUD', 'PARKINSONS', 'RA');26;2.61;7.13;3.28
('BILIARYCHIRROSIS', 'IBD', 'PREECLAMPSIA', 'SLE', 'SZC');6;0.57;1.66;3.27
('ASD', 'MDD', 'MS', 'PARKINSONS', 'SLE');6;0.57;1.66;3.27
('ASD', 'BPD', 'MDD', 'SLE');25;4.39;6.3;3.27
('AUD', 'BPD', 'PARKINSONS', 'SZC');36;7.76;8.63;3.27
('MDD', 'PARKINSONS', 'RA', 'SJOGRENS', 'SLE');5;0.49;1.38;3.27
('ASD', 'BPD', 'IBS', 'SZC');5;0.49;1.38;3.27
('BILIARYCHIRROSIS', 'BPD', 'IBD', 'RA', 'SLE');8;0.91;2.17;3.27
('ANOREXIA', 'MIGRAINE', 'PREECLAMPSIA', 'RA', 'SLE');5;0.49;1.38;3.27
('ADHD', 'ANOREXIA', 'CHRONICPAIN', 'MIGRAINE', 'SZC');6;0.57;1.66;3.27
('BILIARYCHIRROSIS', 'BPD', 'RA', 'THYROIDDISEASE');6;0.57;1.66;3.27
('BPD', 'CUD', 'MDD', 'PREECLAMPSIA', 'SZC');5;0.49;1.38;3.27
('MDD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE', 'SZC');15;1.81;4.03;3.27
('ADHD', 'AUD', 'MDD', 'MIGRAINE');22;2.72;5.89;3.27
('BILIARYCHIRROSIS', 'BPD', 'SLE', 'THYROIDDISEASE');6;0.57;1.66;3.27
('ADHD', 'CUD', 'MDD');43;8.03;10.69;3.27
('BILIARYCHIRROSIS', 'BPD', 'IBD', 'PREECLAMPSIA', 'SLE');5;0.49;1.38;3.27
('ASD', 'BPD', 'RA', 'SJOGRENS', 'SZC');5;0.49;1.38;3.27
('BPD', 'CUD', 'MDD', 'PREECLAMPSIA', 'SLE');6;0.57;1.66;3.27
('ADHD', 'ANOREXIA', 'CHRONICPAIN', 'MDD', 'MIGRAINE');6;0.57;1.66;3.27
('ASD', 'MDD', 'MS', 'SJOGRENS', 'SZC');5;0.49;1.38;3.27
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'RA', 'SLE');21;2.8;5.56;3.27
('BPD', 'PARKINSONS', 'RA', 'SJOGRENS', 'SLE');5;0.49;1.38;3.27
('BPD', 'MDD', 'SLE', 'THYROIDDISEASE');6;0.57;1.66;3.27
('AUD', 'BILIARYCHIRROSIS', 'TOURETTES');24;4.14;6.08;3.27
('BPD', 'MS', 'SZC', 'THYROIDDISEASE');6;0.57;1.66;3.27
('AUD', 'PARKINSONS', 'SZC');134;29.69;31.92;3.27
('ASD', 'MS', 'RA', 'SJOGRENS', 'SZC');5;0.49;1.38;3.27
('ASD', 'MS', 'PREECLAMPSIA', 'SLE', 'SZC');8;0.91;2.17;3.27
('MS', 'RA', 'SLE');519;113.07;124.04;3.27
('ADHD', 'BPD', 'MDD', 'PREECLAMPSIA', 'RA');15;1.81;4.03;3.27
('BPD', 'MS', 'PARKINSONS', 'RA');60;12.8;14.43;3.27
